record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Works Sanctioned,mplads_synthetic_feed.csv,6875,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP821/2025-2026/101343,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 6,,2025-11-03,,,,,1224000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6876,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP821/2025-2026/101343,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 6,,,2026-02-07,,,,,1313900.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6877,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP821/2025-2026/101343,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 6,,,,2025-11-21,,,,,438000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6878,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP821/2025-2026/101343,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 6,,,,2026-01-06,,,,,438000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6879,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP821/2025-2026/101343,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 6,,,,2026-01-13,,,,,437900.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,6880,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP990/2025-2026/101344,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 4,2025-05-26,,,,,839000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6881,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP990/2025-2026/101344,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 4,,2025-06-30,,,,,839000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6882,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP990/2025-2026/101344,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 4,,,,2025-09-05,,,,,398500.0,,,,Payment In-Progress,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6883,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP990/2025-2026/101344,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 4,,,,2026-06-21,,,,,398500.0,,,,Payment In-Progress,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,6884,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP498/2025-2026/101345,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 17,2024-05-16,,,,,541000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6885,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP498/2025-2026/101345,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 17,,2024-05-26,,,,,541000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6886,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP498/2025-2026/101345,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 17,,,2024-08-17,,,,,554000.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6887,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP498/2025-2026/101345,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 17,,,,2024-07-05,,,,,277000.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6888,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP498/2025-2026/101345,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 17,,,,2024-08-08,,,,,277000.0,,,,Payment Released,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,6889,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP951/2025-2026/101346,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 10,2026-01-24,,,,,262000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6890,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP951/2025-2026/101346,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 10,,2026-02-27,,,,,262000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6891,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP951/2025-2026/101346,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 10,,,2026-07-08,,,,,278500.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6892,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP951/2025-2026/101346,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Sitting Rajya Sabha village ward 10,,,,2026-04-01,,,,,278500.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,6893,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/101347,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Sitting Rajya Sabha village ward 1,2026-01-02,,,,,845000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6894,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/101347,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Sitting Rajya Sabha village ward 1,,2026-02-08,,,,,845000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6895,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/101347,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Sitting Rajya Sabha village ward 1,,,2026-06-17,,,,,824000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6896,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/101347,,Computer Lab Setup in High School,Computer Lab Setup in High School at Sitting Rajya Sabha village ward 1,,,,2026-03-16,,,,,412000.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6897,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/101347,,Computer Lab Setup in High School,Computer Lab Setup in High School at Sitting Rajya Sabha village ward 1,,,,2026-05-03,,,,,412000.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,6898,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,2025-05-12,,,,,3884000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6899,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,2025-06-23,,,,,3884000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6900,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,,2025-11-03,,,,,4125000.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6901,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,,,2025-07-19,,,,,1031200.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6902,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,,,2025-08-12,,,,,1031200.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6903,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,,,2025-09-30,,,,,1031200.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6904,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP914/2025-2026/101348,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 4,,,,2025-10-06,,,,,1031400.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,6905,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP815/2025-2026/101349,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Sitting Rajya Sabha village ward 6,2024-01-21,,,,,389000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6906,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP815/2025-2026/101349,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Sitting Rajya Sabha village ward 6,,2024-02-03,,,,,389000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6907,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP815/2025-2026/101349,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Sitting Rajya Sabha village ward 6,,,2024-05-11,,,,,390300.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6908,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP815/2025-2026/101349,,Public Toilet Block Construction,Public Toilet Block Construction at Sitting Rajya Sabha village ward 6,,,,2024-02-25,,,,,195200.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6909,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP815/2025-2026/101349,,Public Toilet Block Construction,Public Toilet Block Construction at Sitting Rajya Sabha village ward 6,,,,2024-04-04,,,,,195100.0,,,,Payment Released,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,6910,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/101350,Drinking Water & Sanitation,Public Toilet Block Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,2026-06-12,,,,,385000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6911,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/101350,Drinking Water & Sanitation,Public Toilet Block Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,2026-06-28,,,,,385000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6912,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/101350,Drinking Water & Sanitation,Public Toilet Block Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,,2026-08-26,,,,,382100.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6913,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/101350,,Public Toilet Block Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2026-07-20,,,,,191000.0,,,,Payment Released,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6914,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/101350,,Public Toilet Block Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2026-07-27,,,,,191100.0,,,,Payment Released,JAI HO CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,6915,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,2025-11-06,,,,,1481000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6916,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,,2025-11-19,,,,,1481000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6917,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,,,2026-02-11,,,,,1541200.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6918,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,,,,2025-12-16,,,,,513700.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6919,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,,,,2025-12-24,,,,,513700.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6920,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP527/2025-2026/101351,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Sitting Rajya Sabha village ward 6,,,,2026-01-19,,,,,513800.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,6921,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP993/2025-2026/101352,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 3,2025-11-20,,,,,731000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6922,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP993/2025-2026/101352,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 3,,2025-12-13,,,,,731000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,6923,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP993/2025-2026/101352,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 3,,,2026-03-15,,,,,780000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6924,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP993/2025-2026/101352,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 3,,,,2026-01-16,,,,,390000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6925,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,RAJASTHAN DISTRICT MAGISTRATE IDA,WS/MP993/2025-2026/101352,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 3,,,,2026-02-22,,,,,390000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
MP Allocated Limit,mplads_synthetic_feed.csv,6926,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,6927,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP544/2025-2026/101353,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 6,2024-04-21,,,,,2172000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6928,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP544/2025-2026/101353,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 6,,2024-05-01,,,,,2172000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6929,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP544/2025-2026/101353,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 6,,,,2024-08-24,,,,,687800.0,,,,Payment In-Progress,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6930,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP544/2025-2026/101353,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 6,,,,2025-04-28,,,,,687800.0,,,,Payment In-Progress,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6931,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP544/2025-2026/101353,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 6,,,,2026-01-09,,,,,687800.0,,,,Payment In-Progress,,,,
Works Recommended,mplads_synthetic_feed.csv,6932,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP457/2025-2026/101354,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 1,2025-09-06,,,,,1315000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6933,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP457/2025-2026/101354,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 1,,2025-09-20,,,,,1315000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6934,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP457/2025-2026/101354,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 1,,,,2026-01-12,,,,,411000.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6935,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP457/2025-2026/101354,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 1,,,,2026-03-15,,,,,411000.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6936,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP457/2025-2026/101354,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Sitting Rajya Sabha village ward 1,,,,2026-07-10,,,,,411100.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,6937,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP766/2025-2026/101355,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Sitting Rajya Sabha village ward 18,2026-01-10,,,,,183000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6938,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP766/2025-2026/101355,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Sitting Rajya Sabha village ward 18,,2026-02-12,,,,,183000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,6939,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP766/2025-2026/101355,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Sitting Rajya Sabha village ward 18,,,,2026-07-29,,,,,60600.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,6940,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP888/2025-2026/101356,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 17,2025-09-13,,,,,833000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,6941,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,KERALA DISTRICT MAGISTRATE IDA,WS/MP888/2025-2026/101356,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 17,,2025-10-21,,,,,833000.0,,,,,Work in Progress,,,,,
